,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
681344,4.12999537,0.00048581,0.00048581,0.00071129,0.00082227,0.01825655,0.00048572,0.00048572,0.00071116,0.00082208,0.01825224
681444,4.12997433,0.00048575,0.00048575,0.00071121,0.00082198,0.01825412,0.00048567,0.00048567,0.00071107,0.00082178,0.01824982
681544,4.13001475,0.00048569,0.00048569,0.00071113,0.00082175,0.01825187,0.00048561,0.00048561,0.00071099,0.00082155,0.01824758
681644,4.13003241,0.00048563,0.00048563,0.00071105,0.00082147,0.01824941,0.00048555,0.00048555,0.00071092,0.00082127,0.01824512
681744,4.13006995,0.00048557,0.00048557,0.00071097,0.00082122,0.01824741,0.00048549,0.00048549,0.00071083,0.00082103,0.01824312
681844,4.13004167,0.00048551,0.00048551,0.00071088,0.00082092,0.01824487,0.00048543,0.00048543,0.00071074,0.00082073,0.01824059
681944,4.13005691,0.00048545,0.00048545,0.00071081,0.00082068,0.01824277,0.00048537,0.00048537,0.00071067,0.00082049,0.01823849
682044,4.13008602,0.00048540,0.00048540,0.00071072,0.00082048,0.01824055,0.00048532,0.00048532,0.00071058,0.00082028,0.01823627
682144,4.13007032,0.00048534,0.00048534,0.00071064,0.00082020,0.01823830,0.00048526,0.00048526,0.00071050,0.00082001,0.01823403
682244,4.13006791,0.00048529,0.00048529,0.00071057,0.00082000,0.01823623,0.00048521,0.00048521,0.00071043,0.00081981,0.01823196
682344,4.13004201,0.00048523,0.00048523,0.00071049,0.00081981,0.01823411,0.00048515,0.00048515,0.00071035,0.00081961,0.01822985
682444,4.13006514,0.00048518,0.00048518,0.00071040,0.00081959,0.01823185,0.00048510,0.00048510,0.00071026,0.00081940,0.01822761
682544,4.13007370,0.00048512,0.00048512,0.00071032,0.00081936,0.01822969,0.00048504,0.00048504,0.00071018,0.00081917,0.01822545
682644,4.13007534,0.00048506,0.00048506,0.00071022,0.00081908,0.01822735,0.00048498,0.00048498,0.00071009,0.00081888,0.01822305
682744,4.13004751,0.00048500,0.00048500,0.00071014,0.00081882,0.01822509,0.00048492,0.00048492,0.00071001,0.00081862,0.01822080
682844,4.13003487,0.00048495,0.00048495,0.00071007,0.00081866,0.01822300,0.00048487,0.00048487,0.00070993,0.00081846,0.01821871
682944,4.13004915,0.00048490,0.00048490,0.00070999,0.00081842,0.01822108,0.00048482,0.00048482,0.00070985,0.00081822,0.01821676
683044,4.13005296,0.00048484,0.00048484,0.00070990,0.00081815,0.01821873,0.00048476,0.00048476,0.00070977,0.00081795,0.01821442
683144,4.13005741,0.00048478,0.00048478,0.00070982,0.00081787,0.01821656,0.00048470,0.00048470,0.00070969,0.00081767,0.01821225
683244,4.13007691,0.00048472,0.00048472,0.00070974,0.00081760,0.01821448,0.00048464,0.00048464,0.00070960,0.00081740,0.01821018
683344,4.13008565,0.00048466,0.00048466,0.00070966,0.00081738,0.01821253,0.00048458,0.00048458,0.00070952,0.00081718,0.01820823
683444,4.13013073,0.00048461,0.00048461,0.00070957,0.00081711,0.01821036,0.00048453,0.00048453,0.00070944,0.00081692,0.01820606
683544,4.13007547,0.00048455,0.00048455,0.00070949,0.00081680,0.01820823,0.00048447,0.00048447,0.00070936,0.00081661,0.01820390
683644,4.13009488,0.00048449,0.00048449,0.00070941,0.00081654,0.01820601,0.00048441,0.00048441,0.00070927,0.00081634,0.01820168
683744,4.13013363,0.00048443,0.00048443,0.00070933,0.00081630,0.01820396,0.00048435,0.00048435,0.00070919,0.00081610,0.01819963
683844,4.13017060,0.00048438,0.00048438,0.00070926,0.00081606,0.01820195,0.00048430,0.00048430,0.00070912,0.00081587,0.01819763
683944,4.13016654,0.00048432,0.00048432,0.00070917,0.00081576,0.01819961,0.00048424,0.00048424,0.00070903,0.00081556,0.01819529
684044,4.13019140,0.00048427,0.00048427,0.00070910,0.00081559,0.01819759,0.00048419,0.00048419,0.00070896,0.00081540,0.01819328
684144,4.13012968,0.00048421,0.00048421,0.00070901,0.00081533,0.01819525,0.00048413,0.00048413,0.00070887,0.00081513,0.01819094
684244,4.13011482,0.00048415,0.00048415,0.00070893,0.00081507,0.01819299,0.00048407,0.00048407,0.00070880,0.00081487,0.01818868
684344,4.13005728,0.00048409,0.00048409,0.00070885,0.00081479,0.01819066,0.00048401,0.00048401,0.00070871,0.00081460,0.01818636
684444,4.13004879,0.00048403,0.00048403,0.00070876,0.00081456,0.01818840,0.00048395,0.00048395,0.00070862,0.00081437,0.01818410
684544,4.13010943,0.00048398,0.00048398,0.00070868,0.00081436,0.01818645,0.00048390,0.00048390,0.00070855,0.00081417,0.01818216
684644,4.13009665,0.00048392,0.00048392,0.00070860,0.00081409,0.01818425,0.00048385,0.00048385,0.00070846,0.00081390,0.01817996
684744,4.13014507,0.00048387,0.00048387,0.00070852,0.00081395,0.01818240,0.00048379,0.00048379,0.00070839,0.00081375,0.01817812
684844,4.13013469,0.00048381,0.00048381,0.00070844,0.00081371,0.01818019,0.00048373,0.00048373,0.00070831,0.00081352,0.01817591
684944,4.13011763,0.00048376,0.00048376,0.00070836,0.00081347,0.01817805,0.00048368,0.00048368,0.00070823,0.00081328,0.01817378
685044,4.13011473,0.00048370,0.00048370,0.00070829,0.00081319,0.01817573,0.00048362,0.00048362,0.00070815,0.00081300,0.01817146
685144,4.13006093,0.00048365,0.00048365,0.00070820,0.00081301,0.01817368,0.00048357,0.00048357,0.00070807,0.00081282,0.01816942
685244,4.13005412,0.00048359,0.00048359,0.00070812,0.00081273,0.01817147,0.00048351,0.00048351,0.00070798,0.00081254,0.01816721
685344,4.13004612,0.00048354,0.00048354,0.00070804,0.00081250,0.01816928,0.00048346,0.00048346,0.00070791,0.00081231,0.01816502
685444,4.13001549,0.00048348,0.00048348,0.00070795,0.00081231,0.01816724,0.00048340,0.00048340,0.00070782,0.00081212,0.01816299
685544,4.12997720,0.00048342,0.00048342,0.00070788,0.00081206,0.01816504,0.00048335,0.00048335,0.00070774,0.00081187,0.01816079
685644,4.13003032,0.00048337,0.00048337,0.00070780,0.00081191,0.01816308,0.00048329,0.00048329,0.00070766,0.00081172,0.01815883
685744,4.12998162,0.00048332,0.00048332,0.00070771,0.00081166,0.01816107,0.00048324,0.00048324,0.00070758,0.00081147,0.01815683
685844,4.12991867,0.00048327,0.00048327,0.00070764,0.00081154,0.01815923,0.00048319,0.00048319,0.00070751,0.00081135,0.01815499
685944,4.12993299,0.00048322,0.00048322,0.00070757,0.00081132,0.01815722,0.00048314,0.00048314,0.00070744,0.00081112,0.01815299
686044,4.12995378,0.00048316,0.00048316,0.00070750,0.00081109,0.01815527,0.00048308,0.00048308,0.00070736,0.00081090,0.01815104
686144,4.12993313,0.00048311,0.00048311,0.00070742,0.00081089,0.01815327,0.00048303,0.00048303,0.00070729,0.00081070,0.01814905
686244,4.12992679,0.00048306,0.00048306,0.00070736,0.00081069,0.01815125,0.00048298,0.00048298,0.00070723,0.00081050,0.01814703
686344,4.12995043,0.00048300,0.00048300,0.00070727,0.00081050,0.01814924,0.00048293,0.00048293,0.00070714,0.00081031,0.01814503
686444,4.12996312,0.00048295,0.00048295,0.00070720,0.00081026,0.01814720,0.00048287,0.00048287,0.00070707,0.00081007,0.01814299
686544,4.12996084,0.00048289,0.00048289,0.00070712,0.00081003,0.01814503,0.00048282,0.00048282,0.00070698,0.00080984,0.01814083
686644,4.12998908,0.00048284,0.00048284,0.00070703,0.00080977,0.01814306,0.00048276,0.00048276,0.00070690,0.00080958,0.01813885
686744,4.13000408,0.00048278,0.00048278,0.00070696,0.00080952,0.01814076,0.00048271,0.00048271,0.00070683,0.00080933,0.01813657
686844,4.12999122,0.00048273,0.00048273,0.00070687,0.00080940,0.01813872,0.00048265,0.00048265,0.00070674,0.00080921,0.01813453
686944,4.13000978,0.00048268,0.00048268,0.00070680,0.00080921,0.01813647,0.00048260,0.00048260,0.00070667,0.00080902,0.01813228
687044,4.13004752,0.00048262,0.00048262,0.00070673,0.00080899,0.01813456,0.00048255,0.00048255,0.00070659,0.00080880,0.01813035
687144,4.13007852,0.00048257,0.00048257,0.00070666,0.00080879,0.01813267,0.00048250,0.00048250,0.00070652,0.00080860,0.01812847
687244,4.13013043,0.00048252,0.00048252,0.00070660,0.00080857,0.01813055,0.00048245,0.00048245,0.00070646,0.00080838,0.01812636
687344,4.13011406,0.00048247,0.00048247,0.00070651,0.00080829,0.01812854,0.00048239,0.00048239,0.00070638,0.00080810,0.01812435
687444,4.13013517,0.00048241,0.00048241,0.00070642,0.00080803,0.01812653,0.00048234,0.00048234,0.00070628,0.00080784,0.01812235
687544,4.13010511,0.00048236,0.00048236,0.00070635,0.00080776,0.01812425,0.00048228,0.00048228,0.00070621,0.00080757,0.01812007
687644,4.13012410,0.00048230,0.00048230,0.00070627,0.00080751,0.01812212,0.00048223,0.00048223,0.00070614,0.00080732,0.01811795
687744,4.13014060,0.00048226,0.00048226,0.00070620,0.00080729,0.01812039,0.00048218,0.00048218,0.00070606,0.00080710,0.01811622
687844,4.13020315,0.00048220,0.00048220,0.00070612,0.00080709,0.01811846,0.00048213,0.00048213,0.00070599,0.00080690,0.01811430
687944,4.13024011,0.00048215,0.00048215,0.00070605,0.00080684,0.01811642,0.00048207,0.00048207,0.00070592,0.00080665,0.01811225
688044,4.13021581,0.00048210,0.00048210,0.00070598,0.00080659,0.01811442,0.00048202,0.00048202,0.00070585,0.00080640,0.01811026
688144,4.13019109,0.00048204,0.00048204,0.00070590,0.00080642,0.01811249,0.00048197,0.00048197,0.00070577,0.00080623,0.01810833
688244,4.13022322,0.00048199,0.00048199,0.00070582,0.00080616,0.01811049,0.00048191,0.00048191,0.00070568,0.00080598,0.01810634
688344,4.13023710,0.00048194,0.00048194,0.00070574,0.00080607,0.01810873,0.00048186,0.00048186,0.00070561,0.00080588,0.01810454
688444,4.13019942,0.00048189,0.00048189,0.00070567,0.00080584,0.01810663,0.00048181,0.00048181,0.00070554,0.00080565,0.01810244
688544,4.13019735,0.00048183,0.00048183,0.00070560,0.00080565,0.01810470,0.00048176,0.00048176,0.00070547,0.00080546,0.01810052
688644,4.13017310,0.00048178,0.00048178,0.00070552,0.00080540,0.01810277,0.00048170,0.00048170,0.00070539,0.00080521,0.01809859
688744,4.13012345,0.00048172,0.00048172,0.00070544,0.00080512,0.01810060,0.00048165,0.00048165,0.00070531,0.00080493,0.01809642
688844,4.13018654,0.00048167,0.00048167,0.00070536,0.00080488,0.01809850,0.00048160,0.00048160,0.00070523,0.00080469,0.01809433
688944,4.13019121,0.00048163,0.00048163,0.00070530,0.00080472,0.01809685,0.00048155,0.00048155,0.00070517,0.00080454,0.01809269
689044,4.13017279,0.00048158,0.00048158,0.00070523,0.00080449,0.01809490,0.00048150,0.00048150,0.00070510,0.00080430,0.01809074
689144,4.13016154,0.00048153,0.00048153,0.00070516,0.00080429,0.01809312,0.00048145,0.00048145,0.00070503,0.00080410,0.01808893
689244,4.13014784,0.00048148,0.00048148,0.00070509,0.00080411,0.01809123,0.00048140,0.00048140,0.00070495,0.00080392,0.01808704
689344,4.13013680,0.00048143,0.00048143,0.00070502,0.00080391,0.01808932,0.00048135,0.00048135,0.00070489,0.00080372,0.01808513
689444,4.13015985,0.00048139,0.00048139,0.00070496,0.00080372,0.01808756,0.00048131,0.00048131,0.00070483,0.00080353,0.01808339
689544,4.13020039,0.00048134,0.00048134,0.00070489,0.00080348,0.01808570,0.00048126,0.00048126,0.00070476,0.00080329,0.01808153
689644,4.13019660,0.00048129,0.00048129,0.00070482,0.00080337,0.01808386,0.00048121,0.00048121,0.00070468,0.00080318,0.01807969
689744,4.13015146,0.00048123,0.00048123,0.00070474,0.00080311,0.01808170,0.00048116,0.00048116,0.00070461,0.00080293,0.01807754
689844,4.13015509,0.00048118,0.00048118,0.00070467,0.00080291,0.01807987,0.00048110,0.00048110,0.00070454,0.00080272,0.01807571
689944,4.13017979,0.00048113,0.00048113,0.00070459,0.00080278,0.01807808,0.00048105,0.00048105,0.00070445,0.00080259,0.01807392
690044,4.13016187,0.00048108,0.00048108,0.00070452,0.00080257,0.01807626,0.00048101,0.00048101,0.00070439,0.00080238,0.01807211
690144,4.13016703,0.00048103,0.00048103,0.00070445,0.00080238,0.01807412,0.00048095,0.00048095,0.00070431,0.00080219,0.01806997
690244,4.13017260,0.00048098,0.00048098,0.00070438,0.00080217,0.01807228,0.00048091,0.00048091,0.00070425,0.00080199,0.01806813
690344,4.13014758,0.00048093,0.00048093,0.00070430,0.00080195,0.01807027,0.00048085,0.00048085,0.00070417,0.00080176,0.01806613
690444,4.13015331,0.00048088,0.00048088,0.00070422,0.00080170,0.01806818,0.00048080,0.00048080,0.00070409,0.00080151,0.01806405
690544,4.13017280,0.00048083,0.00048083,0.00070415,0.00080155,0.01806650,0.00048075,0.00048075,0.00070402,0.00080136,0.01806237
690644,4.13017242,0.00048078,0.00048078,0.00070409,0.00080130,0.01806454,0.00048070,0.00048070,0.00070395,0.00080112,0.01806041
690744,4.13020207,0.00048073,0.00048073,0.00070402,0.00080114,0.01806283,0.00048066,0.00048066,0.00070389,0.00080096,0.01805871
690844,4.13026543,0.00048068,0.00048068,0.00070395,0.00080092,0.01806082,0.00048060,0.00048060,0.00070382,0.00080073,0.01805670
690944,4.13028692,0.00048063,0.00048063,0.00070387,0.00080065,0.01805872,0.00048055,0.00048055,0.00070374,0.00080046,0.01805461
691044,4.13030899,0.00048058,0.00048058,0.00070380,0.00080040,0.01805685,0.00048050,0.00048050,0.00070366,0.00080022,0.01805274
691144,4.13030240,0.00048053,0.00048053,0.00070373,0.00080023,0.01805498,0.00048046,0.00048046,0.00070360,0.00080005,0.01805091
691244,4.13029096,0.00048048,0.00048048,0.00070365,0.00080001,0.01805318,0.00048041,0.00048041,0.00070352,0.00079983,0.01804911
691344,4.13028753,0.00048043,0.00048043,0.00070358,0.00079981,0.01805132,0.00048036,0.00048036,0.00070345,0.00079963,0.01804725
691444,4.13022581,0.00048038,0.00048038,0.00070351,0.00079960,0.01804954,0.00048031,0.00048031,0.00070338,0.00079941,0.01804548
691544,4.13019926,0.00048033,0.00048033,0.00070344,0.00079942,0.01804760,0.00048026,0.00048026,0.00070331,0.00079924,0.01804354
691644,4.13018345,0.00048028,0.00048028,0.00070336,0.00079916,0.01804580,0.00048021,0.00048021,0.00070323,0.00079898,0.01804175
691744,4.13013882,0.00048023,0.00048023,0.00070329,0.00079896,0.01804390,0.00048016,0.00048016,0.00070316,0.00079878,0.01803985
691844,4.13020898,0.00048019,0.00048019,0.00070323,0.00079877,0.01804210,0.00048011,0.00048011,0.00070310,0.00079858,0.01803805
691944,4.13024556,0.00048014,0.00048014,0.00070315,0.00079857,0.01804030,0.00048007,0.00048007,0.00070303,0.00079839,0.01803625
692044,4.13026800,0.00048010,0.00048010,0.00070310,0.00079836,0.01803854,0.00048002,0.00048002,0.00070297,0.00079818,0.01803450
692144,4.13019446,0.00048004,0.00048004,0.00070302,0.00079814,0.01803652,0.00047997,0.00047997,0.00070289,0.00079796,0.01803248
692244,4.13016362,0.00047999,0.00047999,0.00070294,0.00079789,0.01803441,0.00047992,0.00047992,0.00070282,0.00079771,0.01803038
692344,4.13013314,0.00047994,0.00047994,0.00070286,0.00079768,0.01803253,0.00047987,0.00047987,0.00070273,0.00079750,0.01802846
692444,4.13011759,0.00047990,0.00047990,0.00070280,0.00079747,0.01803061,0.00047982,0.00047982,0.00070267,0.00079729,0.01802654
692544,4.13015732,0.00047985,0.00047985,0.00070273,0.00079725,0.01802891,0.00047977,0.00047977,0.00070260,0.00079707,0.01802485
692644,4.13015429,0.00047980,0.00047980,0.00070266,0.00079701,0.01802713,0.00047973,0.00047973,0.00070253,0.00079683,0.01802307
692744,4.13018246,0.00047975,0.00047975,0.00070259,0.00079681,0.01802516,0.00047968,0.00047968,0.00070246,0.00079663,0.01802110
692844,4.13011202,0.00047970,0.00047970,0.00070252,0.00079658,0.01802312,0.00047962,0.00047962,0.00070239,0.00079639,0.01801907
692944,4.13016359,0.00047965,0.00047965,0.00070245,0.00079636,0.01802142,0.00047958,0.00047958,0.00070232,0.00079618,0.01801736
693044,4.13010613,0.00047960,0.00047960,0.00070238,0.00079626,0.01801950,0.00047953,0.00047953,0.00070225,0.00079608,0.01801545
693144,4.13011989,0.00047956,0.00047956,0.00070232,0.00079606,0.01801793,0.00047948,0.00047948,0.00070219,0.00079588,0.01801388
693244,4.13012288,0.00047951,0.00047951,0.00070225,0.00079584,0.01801596,0.00047943,0.00047943,0.00070212,0.00079566,0.01801192
693344,4.13018455,0.00047946,0.00047946,0.00070218,0.00079563,0.01801406,0.00047939,0.00047939,0.00070205,0.00079544,0.01801002
693444,4.13023805,0.00047942,0.00047942,0.00070211,0.00079541,0.01801244,0.00047934,0.00047934,0.00070198,0.00079523,0.01800841
693544,4.13023088,0.00047937,0.00047937,0.00070205,0.00079523,0.01801073,0.00047929,0.00047929,0.00070192,0.00079505,0.01800671
693644,4.13021625,0.00047932,0.00047932,0.00070198,0.00079514,0.01800901,0.00047925,0.00047925,0.00070185,0.00079496,0.01800499
693744,4.13024896,0.00047928,0.00047928,0.00070191,0.00079492,0.01800722,0.00047920,0.00047920,0.00070178,0.00079474,0.01800320
693844,4.13024899,0.00047923,0.00047923,0.00070183,0.00079475,0.01800517,0.00047915,0.00047915,0.00070170,0.00079457,0.01800115
693944,4.13020484,0.00047918,0.00047918,0.00070176,0.00079454,0.01800327,0.00047910,0.00047910,0.00070163,0.00079436,0.01799926
694044,4.13020903,0.00047913,0.00047913,0.00070170,0.00079436,0.01800137,0.00047906,0.00047906,0.00070157,0.00079417,0.01799736
694144,4.13017704,0.00047908,0.00047908,0.00070162,0.00079412,0.01799967,0.00047901,0.00047901,0.00070149,0.00079393,0.01799566
694244,4.13018661,0.00047903,0.00047903,0.00070156,0.00079390,0.01799805,0.00047896,0.00047896,0.00070143,0.00079372,0.01799405
694344,4.13019560,0.00047899,0.00047899,0.00070149,0.00079372,0.01799606,0.00047891,0.00047891,0.00070137,0.00079354,0.01799207
694444,4.13018072,0.00047894,0.00047894,0.00070142,0.00079355,0.01799438,0.00047886,0.00047886,0.00070129,0.00079337,0.01799039
694544,4.13020087,0.00047889,0.00047889,0.00070136,0.00079339,0.01799260,0.00047882,0.00047882,0.00070123,0.00079321,0.01798861
694644,4.13026807,0.00047885,0.00047885,0.00070130,0.00079325,0.01799089,0.00047878,0.00047878,0.00070117,0.00079307,0.01798691
694744,4.13030468,0.00047880,0.00047880,0.00070124,0.00079306,0.01798919,0.00047873,0.00047873,0.00070111,0.00079288,0.01798520
694844,4.13029983,0.00047876,0.00047876,0.00070117,0.00079287,0.01798730,0.00047869,0.00047869,0.00070104,0.00079269,0.01798332
694944,4.13022606,0.00047871,0.00047871,0.00070110,0.00079271,0.01798559,0.00047864,0.00047864,0.00070097,0.00079253,0.01798161
695044,4.13023096,0.00047867,0.00047867,0.00070103,0.00079252,0.01798368,0.00047859,0.00047859,0.00070090,0.00079234,0.01797971
695144,4.13024292,0.00047862,0.00047862,0.00070097,0.00079237,0.01798202,0.00047855,0.00047855,0.00070084,0.00079219,0.01797805
695244,4.13025964,0.00047858,0.00047858,0.00070089,0.00079218,0.01798034,0.00047850,0.00047850,0.00070077,0.00079200,0.01797638
695344,4.13020839,0.00047853,0.00047853,0.00070083,0.00079194,0.01797835,0.00047845,0.00047845,0.00070070,0.00079176,0.01797439
695444,4.13018657,0.00047848,0.00047848,0.00070076,0.00079175,0.01797660,0.00047841,0.00047841,0.00070064,0.00079157,0.01797265
695544,4.13020725,0.00047844,0.00047844,0.00070070,0.00079166,0.01797502,0.00047836,0.00047836,0.00070058,0.00079148,0.01797106
695644,4.13023900,0.00047839,0.00047839,0.00070064,0.00079143,0.01797345,0.00047832,0.00047832,0.00070051,0.00079125,0.01796950
695744,4.13024398,0.00047835,0.00047835,0.00070058,0.00079123,0.01797151,0.00047827,0.00047827,0.00070045,0.00079105,0.01796757
695844,4.13022103,0.00047830,0.00047830,0.00070050,0.00079100,0.01796983,0.00047823,0.00047823,0.00070038,0.00079082,0.01796589
695944,4.13023962,0.00047825,0.00047825,0.00070044,0.00079082,0.01796812,0.00047818,0.00047818,0.00070031,0.00079064,0.01796418
696044,4.13025311,0.00047821,0.00047821,0.00070038,0.00079060,0.01796653,0.00047814,0.00047814,0.00070025,0.00079043,0.01796260
696144,4.13021244,0.00047817,0.00047817,0.00070032,0.00079044,0.01796486,0.00047809,0.00047809,0.00070019,0.00079026,0.01796093
696244,4.13016362,0.00047812,0.00047812,0.00070024,0.00079019,0.01796274,0.00047804,0.00047804,0.00070012,0.00079001,0.01795881
696344,4.13014314,0.00047807,0.00047807,0.00070017,0.00078996,0.01796080,0.00047799,0.00047799,0.00070005,0.00078978,0.01795688
696444,4.13014993,0.00047802,0.00047802,0.00070011,0.00078976,0.01795901,0.00047795,0.00047795,0.00069999,0.00078959,0.01795509
696544,4.13015148,0.00047798,0.00047798,0.00070005,0.00078960,0.01795723,0.00047790,0.00047790,0.00069992,0.00078942,0.01795331
696644,4.13018172,0.00047794,0.00047794,0.00069999,0.00078940,0.01795557,0.00047786,0.00047786,0.00069986,0.00078923,0.01795165
696744,4.13023605,0.00047789,0.00047789,0.00069992,0.00078925,0.01795382,0.00047782,0.00047782,0.00069980,0.00078907,0.01794991
696844,4.13018613,0.00047784,0.00047784,0.00069986,0.00078902,0.01795195,0.00047777,0.00047777,0.00069973,0.00078884,0.01794804
696944,4.13018442,0.00047780,0.00047780,0.00069979,0.00078886,0.01795028,0.00047772,0.00047772,0.00069967,0.00078868,0.01794638
697044,4.13019085,0.00047775,0.00047775,0.00069972,0.00078868,0.01794866,0.00047768,0.00047768,0.00069959,0.00078851,0.01794476
697144,4.13018199,0.00047771,0.00047771,0.00069966,0.00078846,0.01794687,0.00047763,0.00047763,0.00069953,0.00078829,0.01794297
697244,4.13015268,0.00047766,0.00047766,0.00069959,0.00078825,0.01794523,0.00047759,0.00047759,0.00069947,0.00078807,0.01794133
697344,4.13018356,0.00047761,0.00047761,0.00069953,0.00078805,0.01794348,0.00047754,0.00047754,0.00069940,0.00078787,0.01793960
697444,4.13017934,0.00047757,0.00047757,0.00069946,0.00078793,0.01794205,0.00047750,0.00047750,0.00069934,0.00078776,0.01793817
697544,4.13019513,0.00047753,0.00047753,0.00069939,0.00078772,0.01794017,0.00047745,0.00047745,0.00069927,0.00078755,0.01793629
697644,4.13020588,0.00047748,0.00047748,0.00069933,0.00078752,0.01793867,0.00047741,0.00047741,0.00069920,0.00078735,0.01793479
697744,4.13019588,0.00047744,0.00047744,0.00069927,0.00078744,0.01793710,0.00047737,0.00047737,0.00069914,0.00078726,0.01793322
697844,4.13019169,0.00047739,0.00047739,0.00069920,0.00078723,0.01793517,0.00047732,0.00047732,0.00069907,0.00078705,0.01793128
697944,4.13017004,0.00047735,0.00047735,0.00069914,0.00078702,0.01793342,0.00047728,0.00047728,0.00069901,0.00078684,0.01792954
698044,4.13017159,0.00047730,0.00047730,0.00069907,0.00078683,0.01793170,0.00047723,0.00047723,0.00069895,0.00078666,0.01792782
698144,4.13020105,0.00047726,0.00047726,0.00069902,0.00078664,0.01793026,0.00047719,0.00047719,0.00069889,0.00078646,0.01792636
698244,4.13022310,0.00047722,0.00047722,0.00069896,0.00078643,0.01792851,0.00047715,0.00047715,0.00069884,0.00078625,0.01792461
698344,4.13019815,0.00047717,0.00047717,0.00069889,0.00078627,0.01792664,0.00047710,0.00047710,0.00069876,0.00078609,0.01792270
698444,4.13015096,0.00047712,0.00047712,0.00069883,0.00078608,0.01792478,0.00047705,0.00047705,0.00069870,0.00078590,0.01792085
698544,4.13014543,0.00047708,0.00047708,0.00069876,0.00078595,0.01792323,0.00047701,0.00047701,0.00069863,0.00078577,0.01791930
698644,4.13019149,0.00047704,0.00047704,0.00069870,0.00078578,0.01792173,0.00047697,0.00047697,0.00069857,0.00078560,0.01791780
698744,4.13016762,0.00047700,0.00047700,0.00069864,0.00078560,0.01792012,0.00047692,0.00047692,0.00069851,0.00078542,0.01791619
698844,4.13014695,0.00047695,0.00047695,0.00069857,0.00078542,0.01791840,0.00047688,0.00047688,0.00069844,0.00078524,0.01791448
698944,4.13014010,0.00047691,0.00047691,0.00069850,0.00078527,0.01791655,0.00047683,0.00047683,0.00069838,0.00078509,0.01791263
699044,4.13013887,0.00047687,0.00047687,0.00069844,0.00078508,0.01791503,0.00047679,0.00047679,0.00069831,0.00078491,0.01791112
699144,4.13015384,0.00047682,0.00047682,0.00069838,0.00078488,0.01791333,0.00047675,0.00047675,0.00069825,0.00078471,0.01790940
699244,4.13019953,0.00047678,0.00047678,0.00069832,0.00078470,0.01791178,0.00047671,0.00047671,0.00069819,0.00078452,0.01790786
699344,4.13018000,0.00047674,0.00047674,0.00069825,0.00078449,0.01790984,0.00047666,0.00047666,0.00069813,0.00078431,0.01790592
699444,4.13013725,0.00047669,0.00047669,0.00069819,0.00078428,0.01790810,0.00047662,0.00047662,0.00069806,0.00078410,0.01790419
699544,4.13012154,0.00047665,0.00047665,0.00069813,0.00078416,0.01790668,0.00047658,0.00047658,0.00069800,0.00078398,0.01790277
699644,4.13011997,0.00047661,0.00047661,0.00069807,0.00078399,0.01790509,0.00047653,0.00047653,0.00069794,0.00078381,0.01790118
699744,4.13013983,0.00047656,0.00047656,0.00069801,0.00078382,0.01790343,0.00047649,0.00047649,0.00069788,0.00078364,0.01789953
699844,4.13015193,0.00047652,0.00047652,0.00069795,0.00078364,0.01790169,0.00047645,0.00047645,0.00069783,0.00078346,0.01789779
699944,4.13009887,0.00047648,0.00047648,0.00069789,0.00078345,0.01790016,0.00047641,0.00047641,0.00069776,0.00078327,0.01789627
700044,4.13011952,0.00047643,0.00047643,0.00069783,0.00078327,0.01789845,0.00047636,0.00047636,0.00069771,0.00078309,0.01789456
700144,4.13017578,0.00047639,0.00047639,0.00069778,0.00078312,0.01789686,0.00047632,0.00047632,0.00069765,0.00078294,0.01789297
700244,4.13018945,0.00047635,0.00047635,0.00069772,0.00078294,0.01789531,0.00047628,0.00047628,0.00069759,0.00078276,0.01789142
700344,4.13018111,0.00047631,0.00047631,0.00069765,0.00078272,0.01789363,0.00047623,0.00047623,0.00069753,0.00078255,0.01788975
700444,4.13019950,0.00047627,0.00047627,0.00069759,0.00078254,0.01789205,0.00047619,0.00047619,0.00069747,0.00078237,0.01788817
700544,4.13020745,0.00047622,0.00047622,0.00069753,0.00078233,0.01789061,0.00047615,0.00047615,0.00069740,0.00078216,0.01788673
700644,4.13018182,0.00047618,0.00047618,0.00069747,0.00078215,0.01788896,0.00047611,0.00047611,0.00069734,0.00078198,0.01788509
700744,4.13017628,0.00047614,0.00047614,0.00069741,0.00078198,0.01788730,0.00047607,0.00047607,0.00069728,0.00078180,0.01788339
700844,4.13020121,0.00047610,0.00047610,0.00069735,0.00078178,0.01788568,0.00047603,0.00047603,0.00069722,0.00078161,0.01788177
700944,4.13020222,0.00047606,0.00047606,0.00069730,0.00078160,0.01788423,0.00047598,0.00047598,0.00069717,0.00078142,0.01788033
701044,4.13017200,0.00047602,0.00047602,0.00069723,0.00078142,0.01788258,0.00047594,0.00047594,0.00069710,0.00078125,0.01787869
701144,4.13019122,0.00047597,0.00047597,0.00069717,0.00078122,0.01788098,0.00047590,0.00047590,0.00069704,0.00078104,0.01787709
701244,4.13018788,0.00047593,0.00047593,0.00069710,0.00078102,0.01787946,0.00047586,0.00047586,0.00069698,0.00078085,0.01787557
701344,4.13018935,0.00047589,0.00047589,0.00069704,0.00078082,0.01787765,0.00047581,0.00047581,0.00069692,0.00078064,0.01787376
701444,4.13017588,0.00047584,0.00047584,0.00069699,0.00078063,0.01787578,0.00047577,0.00047577,0.00069686,0.00078045,0.01787183
